Date,Time,"Virtual Memory Commited [MB]","Virtual Memory Available [MB]","Virtual Memory Load [%]","Physical Memory Used [MB]","Physical Memory Available [MB]","Physical Memory Load [%]","Page File Usage [%]","Core #0 VID [V]","Core #1 VID [V]","Core #2 VID [V]","Core #3 VID [V]","Core #0 Clock [MHz]","Core #1 Clock [MHz]","Core #2 Clock [MHz]","Core #3 Clock [MHz]","Bus Clock [MHz]","Core #0 Thread #0 Usage [%]","Core #0 Thread #1 Usage [%]","Core #1 Thread #0 Usage [%]","Core #1 Thread #1 Usage [%]","Core #2 Thread #0 Usage [%]","Core #2 Thread #1 Usage [%]","Core #3 Thread #0 Usage [%]","Core #3 Thread #1 Usage [%]","Max CPU/Thread Usage [%]","Total CPU Usage [%]","On-Demand Clock Modulation [%]","Core #0 Ratio [x]","Core #1 Ratio [x]","Core #2 Ratio [x]","Core #3 Ratio [x]","Core #0 [°C]","Core #1 [°C]","Core #2 [°C]","Core #3 [°C]","Core #0 Distance to TjMAX [°C]","Core #1 Distance to TjMAX [°C]","Core #2 Distance to TjMAX [°C]","Core #3 Distance to TjMAX [°C]","CPU Package [°C]","Core Max [°C]","Core #0 Thermal Throttling [Yes/No]","Core #1 Thermal Throttling [Yes/No]","Core #2 Thermal Throttling [Yes/No]","Core #3 Thermal Throttling [Yes/No]","Core #0 Critical Temperature [Yes/No]","Core #1 Critical Temperature [Yes/No]","Core #2 Critical Temperature [Yes/No]","Core #3 Critical Temperature [Yes/No]","Core #0 Power Limit Exceeded [Yes/No]","Core #1 Power Limit Exceeded [Yes/No]","Core #2 Power Limit Exceeded [Yes/No]","Core #3 Power Limit Exceeded [Yes/No]","Package/Ring Thermal Throttling [Yes/No]","Package/Ring Critical Temperature [Yes/No]","Package/Ring Power Limit Exceeded [Yes/No]","CPU Package [°C]","CPU IA Cores [°C]","CPU GT Cores (Graphics) [°C]","CPU Package Power [W]","IA Cores Power [W]","Package C2 Residency [%]","Package C3 Residency [%]","Package C6 Residency [%]","Core #0 Thread 0 C0 Residency [%]","Core #0 Thread 1 C0 Residency [%]","Core #1 Thread 0 C0 Residency [%]","Core #1 Thread 1 C0 Residency [%]","Core #2 Thread 0 C0 Residency [%]","Core #2 Thread 1 C0 Residency [%]","Core #3 Thread 0 C0 Residency [%]","Core #3 Thread 1 C0 Residency [%]","Core #0 C3 Residency [%]","Core #1 C3 Residency [%]","Core #2 C3 Residency [%]","Core #3 C3 Residency [%]","Core #0 C6 Residency [%]","Core #1 C6 Residency [%]","Core #2 C6 Residency [%]","Core #3 C6 Residency [%]","Memory Clock [MHz]","Memory Clock Ratio [x]","Tcas [T]","Trcd [T]","Trp [T]","Tras [T]","Trfc [T]","Command Rate [T]","Motherboard [°C]","PCH [°C]","CPU [°C]","Vtt [V]","+3.3V [V]","+12V [V]","VIN3 [V]","iGPU VAXG [V]","Vcore [V]","DDR A/B [V]","3VSB [V]","VBAT [V]","CPU [RPM]","Chassis Intrusion [Yes/No]","Drive Temperature [°C]","Drive Airflow Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Drive Temperature [°C]","Drive Failure [Yes/No]","Drive Warning [Yes/No]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","Read Activity [%]","Write Activity [%]","Total Activity [%]","Read Rate [MB/s]","Write Rate [MB/s]","Read Total [MB]","Write Total [MB]","GPU Temperature [°C]","GPU Core Voltage [V]","GPU Fan [RPM]","GPU Clock [MHz]","GPU Memory Clock [MHz]","GPU Video Clock [MHz]","GPU Core Load [%]","GPU Memory Controller Load [%]","GPU Video Engine Load [%]","GPU Bus Load [%]","GPU Memory Usage [%]","GPU D3D Usage [%]","GPU Video Decode 0 Usage [%]","GPU Video Encode 0 Usage [%]","GPU Computing (Compute_0) Usage [%]","GPU Computing (Compute_1) Usage [%]","GPU VR Usage [%]","GPU Fan [%]","Performance Limit - Power [Yes/No]","Performance Limit - Thermal [Yes/No]","Performance Limit - Reliability Voltage [Yes/No]","Performance Limit - Max Operating Voltage [Yes/No]","Performance Limit - Utilization [Yes/No]","Performance Limit - SLI GPUBoost Sync [Yes/No]","GPU Memory Allocated [MB]","GPU D3D Memory Dedicated [MB]","GPU D3D Memory Dynamic [MB]","PCIe Link Speed [GT/s]","Total DL [MB]","Total UP [MB]","Current DL rate [KB/s]","Current UP rate [KB/s]","Total Errors []",
13.9.2019,17:5:18.591,4584,7915,36.6,2625,5522,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,55,58,56,55,50,47,49,50,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,46.538,40.681,0.0,0.0,0.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1240,No,38,38,No,No,38,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.070,3698,1859,42,0.675,0,139.0,202.5,544.0,2.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,1.393,0.972,0,
13.9.2019,17:5:20.787,4584,7915,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,57,57,57,51,48,48,48,57,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,46.537,40.685,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1236,No,38,38,No,No,38,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.051,3698,1859,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,1.285,0.000,0,
13.9.2019,17:5:22.998,4584,7915,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,58,57,56,51,47,48,49,57,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,45,46.519,40.667,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1236,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.003,3698,1859,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,1.405,0.987,0,
13.9.2019,17:5:25.225,4584,7915,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,99.2,100.0,99.2,99.2,100.0,100.0,100.0,100.0,99.7,100.0,37,37,37,37,54,57,56,57,51,48,49,48,58,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,46.522,40.668,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1238,No,38,38,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.003,3698,1859,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,0.052,0.052,0,
13.9.2019,17:5:27.437,4584,7915,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,99.9,100.0,37,37,37,37,55,57,57,56,50,48,48,49,58,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,46.518,40.667,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1238,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.000,3698,1859,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,0.000,0.027,0,
13.9.2019,17:5:29.633,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,57,56,55,51,48,49,50,57,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,46.537,40.681,0.0,0.0,0.0,100.0,99.9,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1238,No,38,38,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.5,0.1,0.5,0.007,0.046,3698,1859,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,0.196,0.177,0,
13.9.2019,17:5:31.849,4584,7916,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,57,56,56,51,48,49,49,57,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,45,46.508,40.655,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1238,No,38,38,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.033,3698,1859,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.9,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,0.000,0.000,0,
13.9.2019,17:5:34.060,4584,7915,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,99.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,37,37,37,37,54,57,56,56,51,48,49,49,58,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,46.534,40.672,0.0,0.0,0.0,100.0,99.9,100.0,99.9,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1238,No,38,38,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.1,0.1,0.000,0.046,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,24,2.5,367,30,1.693,1.035,0,
13.9.2019,17:5:36.272,4583,7916,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,99.2,100.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,37,37,37,37,54,58,57,58,51,47,48,47,57,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,46.530,40.677,0.0,0.0,0.0,100.0,100.0,100.0,99.8,100.0,99.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1240,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.2,0.2,0.000,0.107,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.000,0.000,0,
13.9.2019,17:5:38.468,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,55,58,56,57,50,47,49,48,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,45,46.538,40.684,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,50,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1243,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.000,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,1.384,0.959,0,
13.9.2019,17:5:40.679,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,99.9,100.0,37,37,37,37,55,58,57,56,50,47,48,49,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,44,46.558,40.705,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,99.9,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1261,No,38,38,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.027,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.029,0.026,0,
13.9.2019,17:5:42.875,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,99.2,100.0,100.0,100.0,100.0,100.0,99.9,100.0,37,37,37,37,54,58,57,56,51,47,48,49,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,45,46.535,40.682,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1264,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.000,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.000,0.000,0,
13.9.2019,17:5:45.091,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,98.5,100.0,100.0,100.0,99.2,100.0,99.7,100.0,37,37,37,37,53,58,56,57,52,47,49,48,57,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,45,46.531,40.675,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1264,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.001,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.242,0.207,0,
13.9.2019,17:5:47.303,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,57,56,56,51,48,49,49,58,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,45,46.536,40.685,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1264,No,38,38,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.059,3698,1860,42,0.675,0,139.0,202.5,544.0,4.0,5.0,0.0,0.0,7.7,3.9,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.041,0.067,0,
13.9.2019,17:5:49.514,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,58,56,56,51,47,49,49,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,45,46.563,40.708,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1266,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.000,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,1.403,0.978,0,
13.9.2019,17:5:51.710,4583,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,58,56,56,51,47,49,49,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,45,46.580,40.725,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1266,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.1,0.1,0.000,0.051,3698,1860,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.6,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.000,0.000,0,
13.9.2019,17:5:53.937,4596,7904,36.7,2637,5511,32.3,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,55,58,56,56,50,47,49,49,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,45,46.710,40.819,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,50,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1264,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,100.0,43.9,100.0,3.324,3.850,3705,1868,42,0.675,0,139.0,202.5,544.0,2.0,5.0,0.0,0.0,7.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.122,0.126,0,
13.9.2019,17:5:56.149,4584,7915,36.6,2625,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,58,57,57,51,47,48,48,59,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,45,46.721,40.829,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,50,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1268,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.6,0.2,0.8,0.055,0.096,3705,1868,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,1.364,0.945,0,
13.9.2019,17:5:58.365,4584,7915,36.6,2624,5523,32.2,0.9,1.196,1.196,1.201,1.201,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,58,57,55,51,47,48,50,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,45,46.629,40.774,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1266,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.1,0.1,0.000,0.018,3705,1868,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.000,0.000,0,
13.9.2019,17:6:0.561,4584,7915,36.6,2624,5523,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,57,57,57,51,48,48,48,58,57,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,46.627,40.772,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1266,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.003,3705,1868,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.000,0.000,0,
13.9.2019,17:6:2.772,4584,7916,36.6,2624,5524,32.2,0.9,1.201,1.201,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,99.9,100.0,37,37,37,37,53,58,56,56,52,47,49,49,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,57,57,45,46.617,40.763,0.0,0.0,0.0,100.0,100.0,100.0,99.9,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1264,No,38,38,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.059,3705,1869,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.8,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.138,0.122,0,
13.9.2019,17:6:4.984,4584,7916,36.6,2624,5524,32.2,0.9,1.196,1.196,1.196,1.196,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,37,37,37,37,54,59,57,57,51,46,48,48,57,59,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,44,46.612,40.758,0.0,0.0,0.0,100.0,100.0,100.0,99.8,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1261,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.024,3705,1869,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,3.9,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,0.000,0.000,0,
13.9.2019,17:6:7.211,4583,7917,36.6,2623,5524,32.2,0.9,1.196,1.196,1.196,1.201,3691.6,3691.6,3691.6,3691.6,99.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.2,100.0,99.9,100.0,37,37,37,37,55,58,57,57,50,47,48,48,58,58,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,58,58,45,46.565,40.711,0.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.2,8.00,11,11,11,28,128,2,34,25,49,1.068,3.324,11.952,2.064,0.012,1.152,1.536,3.384,3.288,1266,No,39,39,No,No,39,No,No,0.0,0.0,0.0,0.000,0.000,1276,253,0.0,0.0,0.0,0.000,0.000,3705,1869,42,0.675,0,139.0,202.5,544.0,3.0,5.0,0.0,0.0,7.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,No,No,No,No,Yes,No,315,242,19,2.5,367,30,1.385,0.973,0,
